Hochschule Düsseldorf;http://www.hs-duesseldorf.de;
Fachhochschule für Verwaltung des Saarlandes (Saarbrücken);http://www.saarland.de/fhsv.htm;Unbekannt
IST-Hochschule für Management (Düsseldorf);http://www.ist-hochschule.de;Unbekannt
Akkon-Hochschule für Humanwissenschaften (Berlin);http://www.akkon-hochschule.de/;TYPO3
Fachhochschule für Interkulturelle Theologie (Hermannsburg);http://www.fh-hermannsburg.de;Unbekannt
Fachhochschule für öffentliche Verwaltung, Polizei und Rechtspflege (Güstrow);http://www.fh-guestrow.de;Unbekannt
Fachhochschule Stralsund;http://www.fh-stralsund.de;Unbekannt
Universität der Bundeswehr München;http://www.unibw.de;Plone
Bauhaus-Universität Weimar;http://www.uni-weimar.de;TYPO3;4.7
Hochschule Aalen;http://www.hs-aalen.de;Unbekannt
Philosophisch-Theologische Hochschule Vallendar;http://www.pthv.de;TYPO3
Hochschule für Musik Freiburg;http://www.mh-freiburg.de;TYPO3
Justus-Liebig-Universität Gießen;http://www.uni-giessen.de;Plone
Hochschule für Künste Bremen;http://hfk-bremen.de;Unbekannt
Fachhochschule Brandenburg;http://www.fh-brandenburg.de;TYPO3;4.0
Ludwig-Maximilians-Universität München;http://www.uni-muenchen.de;Infopark CMS Fiona;6.9.0
Hochschule Esslingen;http://www.hs-esslingen.de;TYPO3;4.7
Hochschule Bochum;http://www.hochschule-bochum.de;TYPO3;4.5
Universität Siegen;http://www.uni-siegen.de;Unbekannt
Staatliche Akademie der Bildenden Künste Stuttgart;http://www.abk-stuttgart.de;TYPO3;6.1
Zeppelin Universität (Friedrichshafen);http://www.zu.de/;Unbekannt
Dekra Hochschule Berlin;http://www.dekra-hochschule-berlin.de;TYPO3
Technische Universität Bergakademie Freiberg;http://www.tu-freiberg.de;Unbekannt
Kunsthochschule Kassel;http://www.kunsthochschule-kassel.de;TYPO3
Hochschule für Angewandte Sprachen München;http://www.sdi-muenchen.de/hochschule;TYPO3;4.5
Fachhochschule Wedel;http://www.fh-wedel.de;TYPO3;4.5
Evangelische Hochschule Berlin;http://www.eh-berlin.de;TYPO3
Fachhochschule Frankfurt am Main;http://frankfurt-university.de;TYPO3;4.7
Hochschule für Musik Franz Liszt Weimar;http://www.hfm-weimar.de;TYPO3;4.7
Hochschule Bremen;http://www.hs-bremen.de;Imperia;8.6.34
Technische Universität Chemnitz;http://www.tu-chemnitz.de;Unbekannt
EBC Hochschule;http://www.ebc-hochschule.de;TYPO3
Technische Hochschule Nürnberg Georg Simon Ohm;http://www.th-nuernberg.de;TYPO3
Pädagogische Hochschule Schwäbisch Gmünd;http://www.ph-gmuend.de;TYPO3
MSH Medical School Hamburg;http://www.medicalschool-hamburg.de;TYPO3
Georg-August-Universität Göttingen;http://www.uni-goettingen.de;
Hochschule für Technik, Wirtschaft und Kultur Leipzig;http://www.htwk-leipzig.de;TYPO3
Technische Universität Berlin;http://www.tu-berlin.de;TYPO3
Fachhochschule Schwetzingen;http://www.fh-schwetzingen.de;Unbekannt
Katholische Hochschule für Kirchenmusik Rottenburg;http://www.kirchenmusik-hochschule.org;TYPO3
German Graduate School of Management and Law (Heilbronn);http://www.ggs.de;TYPO3
H:G Hochschule für Gesundheit und Sport (Berlin);http://www.my-campus-berlin.com;TYPO3
Fachhochschule für öffentliche Verwaltung Nordrhein-Westfalen (Gelsenkirchen);http://www.fhoev.nrw.de;TYPO3;4.7
Hochschule Rosenheim;http://www.fh-rosenheim.de/;TYPO3
Philosophisch-Theologische Hochschule SVD St. Augustin;http://www.pth-augustin.eu;
SRH Hochschule Berlin;http://www.srh-hochschule-berlin.de;TYPO3;4.5
Jacobs University Bremen;http://www.jacobs-university.de;Drupal;7
Internationale Hochschule Liebenzell;http://www.ihl.eu;
Hochschule für Musik „Hanns Eisler“ Berlin;http://www.hfm-berlin.de;TYPO3
Augustana-Hochschule Neuendettelsau;http://www.augustana.de;TYPO3
Europäische Fachhochschule (Brühl);http://www.eufh.de;Unbekannt
Thüringer Fachhochschule für öffentliche Verwaltung (Gotha);http://www.vfhs-thueringen.de;Imperia;9.2.6
Hochschule Augsburg;http://www.hs-augsburg.de;Unbekannt
VWA Hochschule für berufsbegleitendes Studium Stuttgart;http://vwa-hochschule.de;TYPO3;4.7
Ostbayerische Technische Hochschule Amberg-Weiden;http://www.oth-aw.de;TYPO3;4.7
BSP Business School Berlin Potsdam;http://www.businessschool-berlin.de;TYPO3
Universität der Künste Berlin;http://www.udk-berlin.de;TYPO3
Fachhochschule des Bundes für öffentliche Verwaltung (Brühl);http://www.hsbund.de;Unbekannt
Hochschule der Sächsischen Polizei (FH) (Rothenburg/Oberlausitz);http://www.polizei.sachsen.de/de/polfh.htm;Unbekannt
Europa-Universität Viadrina (Frankfurt (Oder));http://www.europa-uni.de;Infopark CMS Fiona;7.0.1
